Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income
PH1 0AD,Yes,56.423873,-3.489228,308239,726734,NO082267,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2018-12-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,32,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.66254,PH,PH1,"Scotland","Scottish Water",9C8RCGF6+G8,
PH1 0AE,Yes,56.423845,-3.490784,308143,726733,NO081267,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-05-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,33,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.72325,PH,PH1,"Scotland","Scottish Water",9C8RCGF5+GM,
PH1 0AF,Yes,56.423639,-3.491505,308098,726711,NO080267,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2018-12-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,33,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.73588,PH,PH1,"Scotland","Scottish Water",9C8RCGF5+F9,
PH1 0AG,Yes,56.424693,-3.489033,308253,726825,NO082268,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-10-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,32,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.72419,PH,PH1,"Scotland","Scottish Water",9C8RCGF6+V9,
PH1 0AH,Yes,56.423485,-3.492342,308046,726695,NO080266,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-10-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,34,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.75809,PH,PH1,"Scotland","Scottish Water",9C8RCGF5+93,
PH1 0AJ,Yes,56.423249,-3.491733,308083,726668,NO080266,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-11-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,33,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.71341,PH,PH1,"Scotland","Scottish Water",9C8RCGF5+78,
PH1 0AL,Yes,56.422813,-3.486139,308427,726612,NO084266,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-10-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,31,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.44984,PH,PH1,"Scotland","Scottish Water",9C8RCGF7+4G,
PH1 0AQ,Yes,56.423167,-3.486639,308397,726652,NO083266,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-10-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,32,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.49973,PH,PH1,"Scotland","Scottish Water",9C8RCGF7+78,
PH1 0AR,Yes,56.423938,-3.486766,308391,726738,NO083267,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-11-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,31,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.57071,PH,PH1,"Scotland","Scottish Water",9C8RCGF7+H7,
PH1 0AS,Yes,56.423139,-3.485989,308437,726648,NO084266,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-10-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,31,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.4718,PH,PH1,"Scotland","Scottish Water",9C8RCGF7+7J,
PH1 0AU,Yes,56.422207,-3.48498,308497,726543,NO084265,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-07-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,34,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.3525,PH,PH1,"Scotland","Scottish Water",9C8RCGC8+V2,
PH1 0AW,Yes,56.423221,-3.49264,308027,726666,NO080266,"","Perth and Kinross","Strathtay",S12000048,S13003067,Scotland,S99999999,"Ochil and South Perthshire",2019-10-01,,"","",,,"","","Luncarty and Dunkeld - 05","Accessible rural area",,34,,S01012006,,S02002251,"Luncarty and Dunkeld",,S00127380,S14000050,5204,1,0,2020-02-19,"Perth",4.74917,PH,PH1,"Scotland","Scottish Water",9C8RCGF4+7W,
PH1 1AA,Yes,56.403073,-3.447403,310770,724364,NO107243,"","Perth and Kinross","Perth City North",S12000048,S13003073,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",,,"","","Muirton - 03","Other urban area",,12,,S01011933,,S02002237,"Muirton",,S00126572,S14000054,2064,1,1,2020-02-19,"Perth",1.30835,PH,PH1,"Scotland","Scottish Water",9C8RCH33+62,
PH1 1AB,Yes,56.375102,-3.600852,301228,721461,NO012214,"","Perth and Kinross","Almond and Earn",S12000048,S13003071,Scotland,S99999999,"Ochil and South Perthshire",2009-06-01,,"","",1,1,"","","Aberuthven and Almondbank - 02","Accessible rural area",,103,,S01011872,,S02002227,"Aberuthven and Almondbank",,S00127106,S14000050,4800,1,0,2020-02-19,"Perth",10.0923,PH,PH1,"Scotland","Scottish Water",9C8R99GX+2M,
PH1 1AD,Yes,56.39737,-3.537497,305196,723850,NO051238,"","Perth and Kinross","Almond and Earn",S12000048,S13003071,Scotland,S99999999,"Ochil and South Perthshire",2018-08-01,,"","",,,"","","Aberuthven and Almondbank - 03","Accessible rural area",,46,,S01011873,,S02002227,"Aberuthven and Almondbank",,S00127107,S14000050,4716,1,0,2020-02-19,"Perth",6.0432,PH,PH1,"Scotland","Scottish Water",9C8R9FW7+W2,
PH1 1AE,Yes,56.374943,-3.597898,301410,721439,NO014214,"","Perth and Kinross","Almond and Earn",S12000048,S13003071,Scotland,S99999999,"Ochil and South Perthshire",2019-07-01,,"","",,,"","","Aberuthven and Almondbank - 02","Accessible rural area",,44,,S01011872,,S02002227,"Aberuthven and Almondbank",,S00127106,S14000050,4800,1,0,2020-02-19,"Perth",9.91728,PH,PH1,"Scotland","Scottish Water",9C8R9CF2+XR,
PH1 1BA,Yes,56.394577,-3.452428,310440,723425,NO104234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",36,16,"","","Viewlands, Craigie and Wellshill - 07","Other urban area",,35,,S01011898,,S02002231,"Viewlands, Craigie and Wellshill",,S00126504,S14000054,6791,1,0,2020-02-19,"Perth",0.829956,PH,PH1,"Scotland","Scottish Water",9C8R9GVX+R2,
PH1 1BB,Yes,56.393995,-3.453799,310354,723362,NO103233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",29,15,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,42,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126500,S14000054,6915,1,0,2020-02-19,"Perth",0.892487,PH,PH1,"Scotland","Scottish Water",9C8R9GVW+HF,
PH1 1BD,Yes,56.393835,-3.45517,310269,723346,NO102233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",49,20,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,51,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126500,S14000054,6915,1,0,2020-02-19,"Perth",0.970938,PH,PH1,"Scotland","Scottish Water",9C8R9GVV+GW,
PH1 1BE,Yes,56.390477,-3.452612,310419,722969,NO104229,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",2,1,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,47,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126499,S14000054,6757,1,0,2020-02-19,"Perth",0.814435,PH,PH1,"Scotland","Scottish Water",9C8R9GRW+5X,
PH1 1BG,Yes,56.38771,-3.456411,310178,722666,NO101226,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",6,4,"","","Burghmuir and Oakbank - 03","Other urban area",,48,,S01011901,,S02002232,"Burghmuir and Oakbank",,S00126495,S14000054,6726,1,0,2020-02-19,"Perth",1.13775,PH,PH1,"Scotland","Scottish Water",9C8R9GQV+3C,
PH1 1BH,Yes,56.392908,-3.452203,310450,723239,NO104232,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",15,7,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,38,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126502,S14000054,6915,1,0,2020-02-19,"Perth",0.774335,PH,PH1,"Scotland","Scottish Water",9C8R9GVX+54,
PH1 1BJ,Yes,56.392906,-3.453952,310342,723241,NO103232,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1996-06-01,,"","",2,1,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,47,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126500,S14000054,6915,1,0,2020-02-19,"Perth",0.881244,PH,PH1,"Scotland","Scottish Water",9C8R9GVW+5C,
PH1 1BL,Yes,56.392564,-3.454004,310338,723203,NO103232,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",41,5,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,48,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126502,S14000054,6915,1,0,2020-02-19,"Perth",0.881383,PH,PH1,"Scotland","Scottish Water",9C8R9GVW+29,
PH1 1BN,Yes,56.391407,-3.453069,310393,723073,NO103230,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",53,19,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,47,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126499,S14000054,6757,1,0,2020-02-19,"Perth",0.825942,PH,PH1,"Scotland","Scottish Water",9C8R9GRW+HQ,
PH1 1BP,Yes,56.390516,-3.45621,310197,722978,NO101229,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",21,10,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,64,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126497,S14000054,6915,1,0,2020-02-19,"Perth",1.03067,PH,PH1,"Scotland","Scottish Water",9C8R9GRV+6G,
PH1 1BQ,Yes,56.392428,-3.454809,310288,723189,NO102231,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",2003-03-01,,"","",6,5,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,53,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126502,S14000054,6915,1,0,2020-02-19,"Perth",0.930097,PH,PH1,"Scotland","Scottish Water",9C8R9GRW+X3,
PH1 1BS,Yes,56.391405,-3.45477,310288,723075,NO102230,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",52,21,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,56,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126497,S14000054,6915,1,0,2020-02-19,"Perth",0.93018,PH,PH1,"Scotland","Scottish Water",9C8R9GRW+H3,
PH1 1BT,Yes,56.391348,-3.455723,310229,723070,NO102230,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",31,13,"","","Viewlands, Craigie and Wellshill - 04","Other urban area",,61,,S01011895,,S02002231,"Viewlands, Craigie and Wellshill",,S00126497,S14000054,6915,1,0,2020-02-19,"Perth",0.989121,PH,PH1,"Scotland","Scottish Water",9C8R9GRV+GP,
PH1 1BU,Yes,56.389897,-3.459183,310012,722913,NO100229,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",,,"","","Burghmuir and Oakbank - 04","Other urban area",,69,,S01011902,,S02002232,"Burghmuir and Oakbank",,S00126501,S14000054,5748,1,1,2020-02-19,"Perth",1.22314,PH,PH1,"Scotland","Scottish Water",9C8R9GQR+X8,
PH1 1BW,Yes,56.390668,-3.453997,310334,722992,NO103229,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",22,6,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,53,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126499,S14000054,6757,1,0,2020-02-19,"Perth",0.893691,PH,PH1,"Scotland","Scottish Water",9C8R9GRW+7C,
PH1 1BX,Yes,56.389615,-3.455641,310230,722877,NO102228,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",36,16,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,58,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126498,S14000054,6757,1,0,2020-02-19,"Perth",1.01866,PH,PH1,"Scotland","Scottish Water",9C8R9GQV+RP,
PH1 1BY,Yes,56.38998,-3.453679,310352,722915,NO103229,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",22,8,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,52,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126499,S14000054,6757,1,0,2020-02-19,"Perth",0.891526,PH,PH1,"Scotland","Scottish Water",9C8R9GQW+XG,
PH1 1BZ,Yes,56.389089,-3.454552,310296,722817,NO102228,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",31,11,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,52,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126499,S14000054,6757,1,0,2020-02-19,"Perth",0.972868,PH,PH1,"Scotland","Scottish Water",9C8R9GQW+J5,
PH1 1DA,Yes,56.38853,-3.455486,310237,722756,NO102227,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",2,2,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,52,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126498,S14000054,6757,1,0,2020-02-19,"Perth",1.04888,PH,PH1,"Scotland","Scottish Water",9C8R9GQV+CR,
PH1 1DB,Yes,56.388988,-3.456281,310189,722808,NO101228,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",48,26,"","","Viewlands, Craigie and Wellshill - 06","Other urban area",,57,,S01011897,,S02002231,"Viewlands, Craigie and Wellshill",,S00126498,S14000054,6757,1,0,2020-02-19,"Perth",1.07691,PH,PH1,"Scotland","Scottish Water",9C8R9GQV+HF,
PH1 1DD,Yes,56.389212,-3.458639,310044,722836,NO100228,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",58,24,"","","Burghmuir and Oakbank - 03","Other urban area",,64,,S01011901,,S02002232,"Burghmuir and Oakbank",,S00126494,S14000054,6726,1,0,2020-02-19,"Perth",1.20832,PH,PH1,"Scotland","Scottish Water",9C8R9GQR+MG,
PH1 1DE,Yes,56.388646,-3.46017,309948,722775,NO099227,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",8,2,"","","Burghmuir and Oakbank - 03","Other urban area",,61,,S01011901,,S02002232,"Burghmuir and Oakbank",,S00126496,S14000054,6726,1,0,2020-02-19,"Perth",1.3163,PH,PH1,"Scotland","Scottish Water",9C8R9GQQ+FW,
PH1 1DF,Yes,56.38963,-3.46204,309835,722887,NO098228,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",68,30,"","","Burghmuir and Oakbank - 03","Other urban area",,70,,S01011901,,S02002232,"Burghmuir and Oakbank",,S00126496,S14000054,6726,1,0,2020-02-19,"Perth",1.40127,PH,PH1,"Scotland","Scottish Water",9C8R9GQQ+V5,
PH1 1DG,Yes,56.387991,-3.458495,310050,722700,NO100227,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",87,36,"","","Burghmuir and Oakbank - 03","Other urban area",,56,,S01011901,,S02002232,"Burghmuir and Oakbank",,S00126495,S14000054,6726,1,0,2020-02-19,"Perth",1.24296,PH,PH1,"Scotland","Scottish Water",9C8R9GQR+5J,
PH1 1DH,Yes,56.389691,-3.468992,309406,722903,NO094229,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",28,12,"","","Burghmuir and Oakbank - 02","Other urban area",,80,,S01011900,,S02002232,"Burghmuir and Oakbank",,S00126490,S14000054,6483,1,0,2020-02-19,"Perth",1.82151,PH,PH1,"Scotland","Scottish Water",9C8R9GQJ+VC,
PH1 1DJ,Yes,56.390653,-3.470535,309313,723012,NO093230,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1981-04-01,,"","",16,8,"","","Burghmuir and Oakbank - 02","Other urban area",,89,,S01011900,,S02002232,"Burghmuir and Oakbank",,S00126490,S14000054,6483,1,0,2020-02-19,"Perth",1.90344,PH,PH1,"Scotland","Scottish Water",9C8R9GRH+7Q,
PH1 1DL,Yes,56.396017,-3.480317,308722,723622,NO087236,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",54,9,"","","Western Edge - 02","Other urban area",,90,,S01011905,,S02002233,"Western Edge",,S00126481,S14000054,6316,1,0,2020-02-19,"Perth",2.53581,PH,PH1,"Scotland","Scottish Water",9C8R9GW9+CV,
PH1 1DN,Yes,56.39486,-3.480888,308684,723494,NO086234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",1,1,"","","Western Edge - 01","Other urban area",,90,,S01011904,,S02002233,"Western Edge",,S00126477,S14000054,6260,1,0,2020-02-19,"Perth",2.55182,PH,PH1,"Scotland","Scottish Water",9C8R9GV9+WJ,
PH1 1DP,Yes,56.394803,-3.479687,308758,723486,NO087234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",11,3,"","","Western Edge - 01","Other urban area",,91,,S01011904,,S02002233,"Western Edge",,S00126477,S14000054,6260,1,0,2020-02-19,"Perth",2.47773,PH,PH1,"Scotland","Scottish Water",9C8R9GVC+W4,
PH1 1DQ,Yes,56.388478,-3.4584,310057,722754,NO100227,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",29,19,"","","Burghmuir and Oakbank - 03","Other urban area",,59,,S01011901,,S02002232,"Burghmuir and Oakbank",,S00126495,S14000054,6726,1,0,2020-02-19,"Perth",1.2186,PH,PH1,"Scotland","Scottish Water",9C8R9GQR+9J,
PH1 1DR,Yes,56.393916,-3.480981,308676,723389,NO086233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",60,26,"","","Western Edge - 01","Other urban area",,88,,S01011904,,S02002233,"Western Edge",,S00126477,S14000054,6260,1,0,2020-02-19,"Perth",2.54707,PH,PH1,"Scotland","Scottish Water",9C8R9GV9+HJ,
PH1 1DS,Yes,56.393808,-3.478741,308814,723374,NO088233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",67,32,"","","Western Edge - 01","Other urban area",,93,,S01011904,,S02002233,"Western Edge",,S00126476,S14000054,6260,1,0,2020-02-19,"Perth",2.40878,PH,PH1,"Scotland","Scottish Water",9C8R9GVC+GG,
PH1 1DT,Yes,56.39325,-3.478768,308811,723312,NO088233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",30,13,"","","Western Edge - 01","Other urban area",,93,,S01011904,,S02002233,"Western Edge",,S00126475,S14000054,6260,1,0,2020-02-19,"Perth",2.40636,PH,PH1,"Scotland","Scottish Water",9C8R9GVC+8F,
PH1 1DU,Yes,56.393862,-3.477204,308909,723378,NO089233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",12,3,"","","Burghmuir and Oakbank - 05","Other urban area",,97,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126478,S14000054,6683,1,0,2020-02-19,"Perth",2.31506,PH,PH1,"Scotland","Scottish Water",9C8R9GVF+G4,
PH1 1DW,Yes,56.394949,-3.480242,308724,723503,NO087235,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",3,2,"","","Western Edge - 01","Other urban area",,90,,S01011904,,S02002233,"Western Edge",,S00126477,S14000054,6260,1,0,2020-02-19,"Perth",2.5136,PH,PH1,"Scotland","Scottish Water",9C8R9GV9+XW,
PH1 1DX,Yes,56.394168,-3.475612,309008,723410,NO090234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",14,7,"","","Burghmuir and Oakbank - 05","Other urban area",,100,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126478,S14000054,6683,1,0,2020-02-19,"Perth",2.22076,PH,PH1,"Scotland","Scottish Water",9C8R9GVF+MQ,
PH1 1DY,Yes,56.394127,-3.477587,308886,723408,NO088234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",33,9,"","","Burghmuir and Oakbank - 05","Other urban area",,96,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126478,S14000054,6683,1,0,2020-02-19,"Perth",2.34117,PH,PH1,"Scotland","Scottish Water",9C8R9GVC+MX,
PH1 1DZ,Yes,56.39461,-3.477039,308921,723461,NO089234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",12,5,"","","Burghmuir and Oakbank - 05","Other urban area",,97,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126478,S14000054,6683,1,0,2020-02-19,"Perth",2.31347,PH,PH1,"Scotland","Scottish Water",9C8R9GVF+R5,
PH1 1EA,Yes,56.394749,-3.477433,308897,723477,NO088234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",12,6,"","","Burghmuir and Oakbank - 05","Other urban area",,95,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126478,S14000054,6683,1,0,2020-02-19,"Perth",2.33942,PH,PH1,"Scotland","Scottish Water",9C8R9GVF+V2,
PH1 1EB,Yes,56.394838,-3.479008,308800,723489,NO088234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",60,22,"","","Western Edge - 01","Other urban area",,92,,S01011904,,S02002233,"Western Edge",,S00126476,S14000054,6260,1,0,2020-02-19,"Perth",2.43676,PH,PH1,"Scotland","Scottish Water",9C8R9GVC+W9,
PH1 1ED,Yes,56.395537,-3.479894,308747,723568,NO087235,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",26,11,"","","Western Edge - 01","Other urban area",,91,,S01011904,,S02002233,"Western Edge",,S00126477,S14000054,6260,1,0,2020-02-19,"Perth",2.5015,PH,PH1,"Scotland","Scottish Water",9C8R9GWC+62,
PH1 1EE,Yes,56.395329,-3.478525,308831,723543,NO088235,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",21,8,"","","Western Edge - 01","Other urban area",,93,,S01011904,,S02002233,"Western Edge",,S00126477,S14000054,6260,1,0,2020-02-19,"Perth",2.41478,PH,PH1,"Scotland","Scottish Water",9C8R9GWC+4H,
PH1 1EF,Yes,56.394672,-3.476296,308967,723467,NO089234,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",21,8,"","","Burghmuir and Oakbank - 05","Other urban area",,98,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126478,S14000054,6683,1,0,2020-02-19,"Perth",2.26897,PH,PH1,"Scotland","Scottish Water",9C8R9GVF+VF,
PH1 1EG,Yes,56.392606,-3.476248,308965,723237,NO089232,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",66,25,"","","Burghmuir and Oakbank - 05","Other urban area",,98,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126487,S14000054,6683,1,0,2020-02-19,"Perth",2.24869,PH,PH1,"Scotland","Scottish Water",9C8R9GVF+2G,
PH1 1EH,Yes,56.393572,-3.466792,309551,723332,NO095233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",31,16,"","","Burghmuir and Oakbank - 04","Other urban area",,93,,S01011902,,S02002232,"Burghmuir and Oakbank",,S00126501,S14000054,5748,1,0,2020-02-19,"Perth",1.6744,PH,PH1,"Scotland","Scottish Water",9C8R9GVM+C7,
PH1 1EJ,Yes,56.393799,-3.473443,309141,723366,NO091233,"","Perth and Kinross","Perth City South",S12000048,S13003072,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",14,8,"","","Burghmuir and Oakbank - 05","Other urban area",,102,,S01011903,,S02002232,"Burghmuir and Oakbank",,S00126489,S14000054,6683,1,0,2020-02-19,"Perth",2.08402,PH,PH1,"Scotland","Scottish Water",9C8R9GVG+GJ,
